timestamp,MagneticRotationSensor
1746468615929,55.02766378554039
1746468615986,54.43338226150804
1746468616046,54.06465682685393
1746468616107,53.88365710392584
1746468616185,53.79611985899798
1746468616227,53.346653585067905
1746468616287,53.341672318662944
1746468616347,53.120870219008026
1746468616406,53.28781717690589
1746468616466,53.48971948314627
1746468616528,53.347839761971436
1746468616586,53.44749340033513
1746468616646,53.63970462166704
1746468616707,54.04947756396019
1746468616767,53.98343900226843
1746468616826,54.412143652016645
1746468616887,54.61839830209707
1746468616950,54.643300276926915
1746468617006,54.94472194020685
1746468617066,55.015193513238245
1746468617127,54.98857311355867
1746468617188,55.270383054157506
1746468617247,55.531315663089174
1746468617307,55.48217984054982
1746468617366,55.244674654121496
1746468617426,55.301025524384066
1746468617487,55.30045495075432
1746468617546,55.30508589974793
1746468617607,55.36576634876859
1746468617666,54.97431411582018
1746468617727,54.91345555074675
1746468617788,54.78675155658798
1746468617847,54.680044903427174
1746468617906,54.45090130577744
1746468617967,54.29335415899536
1746468618027,54.14424477560539
1746468618088,54.09737718833555
1746468618146,54.16484759591636
1746468618206,54.111699933578294
1746468618268,54.319880164261285
1746468618327,54.71572219886551
1746468618386,55.30852575455691
1746468618447,55.889536417655755
1746468618506,56.75588759039437
1746468618566,57.28285874413057
1746468618626,58.08416283447595
1746468618689,58.91493248910637
1746468618747,59.9127916633612
1746468618806,60.78403652738096
1746468618866,61.467744402434306
1746468618927,62.229737498082436
1746468618986,62.67661649917627
1746468619048,63.05344223614869
1746468619107,63.44693740106922
1746468619166,63.78965799791188
1746468619226,63.847756695882794
1746468619286,63.87159465941471
1746468619347,63.58425036176432
1746468619406,63.14949721129283
1746468619466,62.77729126853808
1746468619527,62.51291130575067
1746468619587,62.112266904823926
1746468619649,61.606823011087236
1746468619707,61.22162283017484
1746468619768,61.100338374687595
1746468619826,60.87224758031013
1746468619886,60.60959271078783
1746468619947,60.40035757353499
1746468620011,60.71111465882819
1746468620065,61.40918352287856
1746468620126,62.57819553085536
1746468620187,63.978735026238425
1746468620247,65.83617019155918
1746468620306,68.76896016963981
1746468620367,72.89209544343191
1746468620428,78.81874314228664
1746468620486,85.10380863077361
1746468620546,91.19498887050993
1746468620607,96.97576742613546
1746468620667,101.98848356342384
1746468620727,106.01993091953624
1746468620787,109.38845126185014
1746468620846,110.8978539901169
1746468620908,110.33937673458779
1746468620967,108.66959742807873
1746468621026,106.78023903519724
1746468621087,104.66564827601776
1746468621146,103.09514820588053
1746468621209,101.6498034154708
1746468621266,99.81830920847686
1746468621328,98.23845360627156
1746468621386,96.54652189464011
1746468621446,94.65099266547357
1746468621508,92.34578309019838
1746468621567,89.74094401831317
1746468621626,86.95187938552743
1746468621686,84.523334973597
1746468621750,82.49959148253835
1746468621806,80.93220867296527
1746468621868,79.80586262012261
1746468621929,79.0700696345229
1746468621988,78.73424499304163
1746468622047,78.95049937478667
1746468622107,79.46427231720862
1746468622168,80.26534774571995
1746468622226,81.18522720811768
1746468622288,82.28520494051008
1746468622347,83.44717893563333
1746468622407,84.70293470672704
1746468622466,85.91583835883489
1746468622528,86.87237606582676
1746468622587,87.71697158124393
1746468622646,88.15692579758861
1746468622706,88.23488650841982
1746468622767,87.9631727893016
1746468622828,87.6098874194987
1746468622886,87.24771786842187
1746468622946,86.92284886224179
1746468623006,86.70032512194865
1746468623068,86.51048349277939
1746468623127,86.48286483047818
1746468623186,86.51214287270378
1746468623248,86.8439300956657
1746468623307,87.08532085030298
1746468623367,87.28970786587844
1746468623426,87.41045287442358
1746468623488,87.7635732821613
1746468623547,87.78892788949946
1746468623607,87.81903934395821
1746468623666,87.91705810924744
1746468623727,87.83277907054058
1746468623787,87.98827932256263
1746468623846,87.88515934160947
1746468623907,87.86550741824465
1746468623967,87.77562576259406
1746468624028,87.80091679929139
1746468624087,87.76680493838914
1746468624147,87.6345607738052
1746468624207,87.67625957839356
1746468624266,87.5912788042118
1746468624326,87.77121146400799
1746468624387,87.91866831971976
1746468624446,88.09009417127949
1746468624506,88.29347129339533
1746468624568,88.39546868142902
1746468624626,88.60174485434314
1746468624686,88.74050420535345
1746468624746,88.78736609817113
1746468624807,88.71445656927811
1746468624867,88.59628402343614
1746468624926,88.31985852492899
1746468624987,88.20815172501702
1746468625046,88.26896434348183
1746468625107,88.16383094659166
1746468625166,88.15113493273428
1746468625230,88.17873558518868
1746468625287,88.28026412668605
1746468625347,88.2958464323588
1746468625407,88.56529124893538
1746468625466,88.60975183930485
1746468625526,88.65971765019357
1746468625586,88.75360790285312
1746468625647,88.67305289258341
1746468625707,88.69370966699336
1746468625766,88.56708953577696
1746468625827,88.66092821267091
1746468625888,88.71368894928548
1746468625948,88.83279779218806
1746468626006,88.94224936665739
1746468626066,89.08854864397036
1746468626126,89.2011832117607
1746468626186,89.14017159302367
1746468626247,89.31043411226743
1746468626308,89.25787123102646
1746468626366,89.49471519406501
1746468626426,89.49605417078634
1746468626486,89.4618352039162
1746468626548,89.50914594401699
1746468626607,89.56177621501729
1746468626666,89.86202597578657
1746468626727,89.89917232550917
1746468626786,89.98165505286885
1746468626847,89.68876531504577
1746468626908,89.70144289237308
1746468626968,89.65938065885082
1746468627026,89.68091104400722
1746468627086,89.79988118900083
1746468627146,89.79416724124229
1746468627207,89.84428050965629
1746468627266,90.08614058418333
1746468627327,90.31840046691664
1746468627388,90.54986147800844
1746468627446,90.78449380566236
1746468627507,90.7411226199231
1746468627566,90.07573302270087
1746468627627,89.35595698136822
1746468627686,88.53488182647419
1746468627746,87.3983922380583
1746468627808,86.4059914104738
1746468627867,85.71670108109505
1746468627927,85.37260457041356
1746468627986,84.69346194388258
1746468628047,84.71808168429777
1746468628106,84.5437468258233
1746468628167,84.40226269312969
1746468628226,84.51541125908952
1746468628287,84.4301210448471
1746468628346,83.97807150351346
1746468628406,83.4262107555352
1746468628468,83.11418162647124
1746468628526,82.82941874777696
1746468628586,82.25238776611194
1746468628647,80.64131741232944
1746468628709,77.70866191696535
1746468628767,74.22252469835503
1746468628826,70.55607915474825
1746468628886,66.42522005029304
1746468628947,62.46726289849221
1746468629006,58.41651249359707
1746468629067,54.65012061257605
1746468629127,52.30486082665674
1746468629186,51.079563133786486
1746468629246,50.41723224459279
1746468629306,50.05440100290029
1746468629367,50.019894117225675
1746468629426,49.91629932167573
1746468629487,49.95182507555815
1746468629546,49.946772349095355
1746468629607,49.83574529878376
1746468629665,49.79320732327093
1746468629728,49.70570522349422
